ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Time_taken(min)
711A,21,5.0,Buffet ,motorcycle ,25
21C3,34,3.9,Meal ,scooter ,37
5AF,29,4.6,Snack ,motorcycle ,29
7022,28,4.9,Meal ,motorcycle ,15
33B9,34,4.9,Buffet ,motorcycle ,20
3B1E,21,4.7,Meal ,motorcycle ,29
A085,30,4.6,Snack ,electric_scooter ,30
4390,36,5.0,Drinks ,scooter ,16
56AA,25,4.5,Meal ,motorcycle ,24
9797,38,4.3,Snack ,scooter ,31
7B89,24,5.0,Drinks ,scooter ,12
A2F8,31,4.0,Drinks ,motorcycle ,34
B52C,31,4.7,Snack ,electric_scooter ,29
9571,27,4.6,Drinks ,motorcycle ,13
2E2A,23,4.8,Buffet ,motorcycle ,11
32B0,29,4.6,Snack ,scooter ,29
3318,25,4.7,Meal ,scooter ,23
7726,38,4.5,Drinks ,electric_scooter ,24
94DD,32,4.8,Drinks ,motorcycle ,26
8227,22,4.3,Buffet ,motorcycle ,36
FC1,35,4.9,Drinks ,scooter ,31
8322,35,4.1,Buffet ,motorcycle ,46
C082,34,4.8,Snack ,scooter ,18
A635,22,3.5,Meal ,motorcycle ,33
A35,29,4.6,Buffet ,scooter ,27
33BE,28,4.9,Snack ,scooter ,24
3D21,35,3.6,Meal ,motorcycle ,34
D152,38,4.8,Meal ,scooter ,17
1C01,31,5.0,Meal ,motorcycle ,28
45F,29,4.6,Meal ,electric_scooter ,27
D550,26,5.0,Buffet ,scooter ,10
7FFC,36,4.4,Snack ,motorcycle ,31
9E4E,26,4.6,Drinks ,motorcycle ,32
CEF2,38,4.1,Snack ,scooter ,41
4E5A,25,4.3,Meal ,scooter ,37
3776,25,5.0,Drinks ,scooter ,32
CA9B,30,4.7,Meal ,motorcycle ,24
BE1,29,4.6,Snack ,motorcycle ,24
929,29,4.6,Snack ,scooter ,17
9107,33,4.2,Meal ,scooter ,39
7317,39,4.9,Buffet ,motorcycle ,26
8464,34,4.5,Snack ,motorcycle ,28
9AF2,37,4.2,Buffet ,motorcycle ,30
8D48,36,4.8,Meal ,motorcycle ,20
A077,29,4.9,Meal ,motorcycle ,45
8FA0,30,4.4,Buffet ,electric_scooter ,35
291D,32,5.0,Buffet ,motorcycle ,43
7B54,21,4.8,Meal ,motorcycle ,13
895B,24,4.2,Drinks ,scooter ,35
8583,28,4.9,Snack ,motorcycle ,25
D6BF,39,4.9,Snack ,motorcycle ,21
4340,21,5.0,Meal ,scooter ,11
8C35,24,4.8,Snack ,motorcycle ,37
DD00,35,4.8,Buffet ,scooter ,29
DAC9,25,4.5,Buffet ,motorcycle ,20
5D7A,20,5.0,Snack ,motorcycle ,22
65B1,23,4.7,Meal ,scooter ,31
80AA,28,4.7,Meal ,scooter ,25
B22B,31,4.8,Meal ,motorcycle ,22
1A31,28,4.5,Buffet ,scooter ,16
C2BA,20,3.9,Buffet ,motorcycle ,54
9892,26,4.9,Buffet ,scooter ,22
DDB7,34,4.6,Drinks ,scooter ,26
4CCE,24,4.8,Snack ,motorcycle ,10
8B86,35,4.8,Buffet ,motorcycle ,43
AD08,31,4.7,Snack ,electric_scooter ,19
D4DF,20,4.7,Drinks ,motorcycle ,28
6561,32,4.0,Snack ,motorcycle ,31
D02F,25,4.7,Buffet ,scooter ,19
6932,29,5.0,Snack ,motorcycle ,20
5697,20,4.8,Drinks ,scooter ,14
25EB,23,4.7,Snack ,motorcycle ,42
9ABF,33,5.0,Meal ,scooter ,25
9790,24,4.8,Drinks ,motorcycle ,16
768D,25,4.8,Drinks ,motorcycle ,22
8E+03,29,4.6,Drinks ,motorcycle ,21
2C5A,31,4.4,Buffet ,scooter ,37
163C,38,4.8,Meal ,electric_scooter ,17
D398,22,4.6,Snack ,motorcycle ,15
417B,35,4.7,Buffet ,electric_scooter ,12
4291,34,3.8,Meal ,scooter ,39
5761,20,4.8,Snack ,scooter ,28
C8F,29,4.6,Buffet ,motorcycle ,16
A49A,20,3.5,Buffet ,motorcycle ,50
B4E4,30,4.2,Meal ,scooter ,49
BC1,29,4.6,Snack ,motorcycle ,14
A866,24,4.4,Meal ,motorcycle ,49
DB84,35,4.0,Snack ,scooter ,35
7008,28,4.8,Snack ,scooter ,18
A22E,22,5.0,Meal ,scooter ,11
7820,23,4.8,Drinks ,motorcycle ,33
9F9A,32,4.3,Meal ,motorcycle ,28
41F5,22,4.9,Meal ,scooter ,16
7D1A,34,4.6,Buffet ,motorcycle ,29
3B72,30,4.7,Snack ,motorcycle ,26
8C6A,20,4.8,Snack ,motorcycle ,14
25A5,20,5.0,Meal ,motorcycle ,36
CA3B,39,4.6,Drinks ,scooter ,24
A598,27,4.7,Meal ,scooter ,11
1812,35,4.8,Buffet ,electric_scooter ,27
5.3E+08,24,4.8,Meal ,motorcycle ,26
DD8C,25,4.9,Snack ,motorcycle ,17
2668,28,4.8,Meal ,motorcycle ,14
4945,33,4.6,Drinks ,scooter ,30
4D6A,35,4.9,Meal ,scooter ,21
99B6,30,4.9,Drinks ,motorcycle ,35
9869,31,4.9,Snack ,motorcycle ,29
4593,31,4.8,Drinks ,scooter ,21
CE38,24,4.7,Drinks ,scooter ,16
ACDC,33,5.0,Drinks ,scooter ,24
C947,39,4.6,Buffet ,scooter ,18
DFA1,37,4.5,Snack ,motorcycle ,24
4062,26,4.8,Drinks ,motorcycle ,21
4B99,35,4.4,Buffet ,motorcycle ,32
C529,29,4.8,Buffet ,scooter ,14
B9D7,24,4.8,Drinks ,motorcycle ,19
41EE,25,4.9,Drinks ,electric_scooter ,27
AE81,20,4.5,Drinks ,motorcycle ,21
949A,28,5.0,Snack ,scooter ,13
BB43,29,5.0,Buffet ,motorcycle ,21
26BE,37,4.8,Meal ,motorcycle ,27
CF60,30,4.8,Drinks ,electric_scooter ,28
665B,23,5.0,Buffet ,scooter ,34
D086,36,4.5,Snack ,motorcycle ,18
500F,39,4.5,Drinks ,motorcycle ,37
7F7E,28,4.9,Meal ,motorcycle ,13
B01D,32,4.8,Drinks ,scooter ,18
5E+08,38,4.9,Snack ,motorcycle ,31
DE8E,32,4.7,Snack ,scooter ,24
411E,35,4.8,Meal ,scooter ,42
D14C,33,4.8,Snack ,motorcycle ,21
8CC7,27,4.9,Buffet ,motorcycle ,32
5CDE,28,4.9,Meal ,scooter ,17
2048,27,4.6,Snack ,motorcycle ,22
759D,23,5.0,Snack ,electric_scooter ,27
1432,37,4.2,Drinks ,scooter ,37
7A4D,36,4.9,Buffet ,motorcycle ,24
DBAB,32,4.9,Snack ,motorcycle ,47
5E+22,38,4.8,Buffet ,motorcycle ,17
6C74,38,4.8,Drinks ,motorcycle ,27
DC27,27,5.0,Drinks ,scooter ,16
836D,31,4.4,Meal ,motorcycle ,53
ABBE,21,4.2,Snack ,motorcycle ,16
29DD,26,4.7,Drinks ,scooter ,22
96C3,23,4.9,Snack ,motorcycle ,36
2F75,36,4.8,Meal ,scooter ,15
4248,29,4.6,Meal ,motorcycle ,17
92DD,34,4.7,Buffet ,motorcycle ,26
54B6,20,4.9,Buffet ,motorcycle ,15
5177,25,4.1,Buffet ,motorcycle ,28
9150,36,4.6,Drinks ,motorcycle ,30
5997,27,4.7,Snack ,motorcycle ,20
C775,35,4.1,Meal ,motorcycle ,32
4E+36,31,4.8,Meal ,scooter ,26
DB58,33,4.8,Drinks ,scooter ,22
6E6F,23,5.0,Drinks ,scooter ,44
8BB9,23,4.5,Drinks ,scooter ,26
74C1,29,4.7,Snack ,motorcycle ,14
35CE,29,4.8,Snack ,motorcycle ,26
D044,30,5.0,Meal ,scooter ,19
A1A8,39,4.9,Meal ,motorcycle ,25
2C77,34,4.3,Meal ,motorcycle ,36
BAA4,36,4.8,Buffet ,motorcycle ,29
8445,30,4.9,Drinks ,motorcycle ,24
3CE8,29,4.8,Drinks ,motorcycle ,29
9DB4,24,4.7,Meal ,scooter ,10
4C17,37,4.8,Drinks ,motorcycle ,18
74F,29,4.6,Drinks ,motorcycle ,17
6D8F,30,4.8,Drinks ,motorcycle ,16
7B92,21,4.7,Buffet ,motorcycle ,10
1.1E+05,33,4.7,Snack ,motorcycle ,22
164D,39,4.4,Meal ,motorcycle ,39
BEB1,25,4.8,Drinks ,motorcycle ,22
D2E5,26,4.7,Meal ,motorcycle ,18
7C6,30,5.0,Drinks ,scooter ,25
D6C5,37,4.7,Meal ,motorcycle ,20
CFAA,39,4.7,Buffet ,motorcycle ,24
B2B,21,4.9,Snack ,motorcycle ,19
47C2,31,4.1,Meal ,motorcycle ,33
57D0,38,4.9,Snack ,scooter ,25
D7FA,35,4.9,Meal ,motorcycle ,36
462,29,4.6,Meal ,motorcycle ,15
AED 6.00,39,4.9,Snack ,scooter ,17
7E6E,31,4.8,Meal ,scooter ,23
856D,39,4.1,Meal ,motorcycle ,29
276E,26,4.7,Snack ,scooter ,12
B26F,39,4.2,Snack ,scooter ,32
1070,29,4.6,Snack ,scooter ,17
D010,32,4.0,Buffet ,motorcycle ,46
6095,34,4.9,Meal ,motorcycle ,36
64C5,25,4.8,Buffet ,scooter ,28
C02,38,5.0,Meal ,motorcycle ,32
2C0B,39,4.9,Buffet ,motorcycle ,30
7B16,33,4.3,Drinks ,motorcycle ,31
63CF,30,4.7,Snack ,motorcycle ,32
223B,30,4.4,Snack ,scooter ,40
922A,21,4.9,Meal ,motorcycle ,15
6C5A,20,4.5,Drinks ,motorcycle ,51
D5A6,28,4.6,Snack ,scooter ,17
C72D,26,4.6,Buffet ,motorcycle ,22
CDA0,31,4.3,Buffet ,motorcycle ,48
D719,27,4.6,Snack ,motorcycle ,43
6A7B,32,5.0,Meal ,scooter ,25
2D99,23,4.9,Snack ,motorcycle ,10
9BFD,26,4.9,Meal ,scooter ,25
685C,34,5.0,Snack ,motorcycle ,30
340D,37,4.7,Meal ,scooter ,25
3922,21,4.9,Snack ,scooter ,24
9205,28,4.6,Drinks ,motorcycle ,27
AE90,23,4.8,Buffet ,motorcycle ,11
3D6A,33,4.7,Meal ,motorcycle ,25
8376,37,4.5,Meal ,scooter ,16
B6AA,22,4.9,Buffet ,motorcycle ,16
3730,29,5.0,Drinks ,motorcycle ,27
9481,32,4.6,Snack ,motorcycle ,24
E19D,36,4.9,Snack ,motorcycle ,15
30D5,37,4.7,Snack ,motorcycle ,26
998B,31,4.8,Buffet ,motorcycle ,19
B76A,21,4.9,Buffet ,motorcycle ,18
C371,29,4.6,Meal ,motorcycle ,12
A472,35,4.5,Meal ,scooter ,44
A0D3,36,4.9,Buffet ,motorcycle ,23
8DCD,34,4.5,Snack ,motorcycle ,26
C362,26,4.5,Drinks ,motorcycle ,22
A2DA,39,4.7,Meal ,scooter ,19
2E+43,33,4.7,Buffet ,scooter ,10
7377,36,4.9,Snack ,motorcycle ,40
D667,36,4.6,Meal ,scooter ,25
3EFA,27,4.5,Drinks ,motorcycle ,20
DC40,37,4.8,Buffet ,electric_scooter ,28
8530,28,4.7,Meal ,scooter ,17
BB2,21,4.7,Meal ,scooter ,15
632B,28,4.3,Snack ,motorcycle ,21
A652,26,3.9,Meal ,motorcycle ,46
325F,39,4.7,Snack ,scooter ,18
D3E6,27,4.8,Meal ,motorcycle ,10
D229,38,4.7,Drinks ,motorcycle ,29
2E+15,32,4.1,Buffet ,motorcycle ,42
B76E,25,5.0,Buffet ,motorcycle ,35
953E,38,4.9,Meal ,scooter ,28
44BC,33,4.9,Snack ,motorcycle ,22
2D82,31,4.7,Drinks ,motorcycle ,17
218D,22,4.6,Drinks ,motorcycle ,16
3D76,27,4.8,Buffet ,motorcycle ,22
AFD7,31,4.9,Snack ,scooter ,23
A66,29,4.5,Buffet ,motorcycle ,17
353D,27,4.2,Meal ,motorcycle ,18
8D35,35,5.0,Snack ,motorcycle ,43
5AE0,34,4.5,Drinks ,electric_scooter ,23
293C,36,4.2,Buffet ,motorcycle ,33
536C,38,5.0,Snack ,motorcycle ,25
D6DE,25,4.6,Meal ,scooter ,19
D3F0,27,4.8,Buffet ,scooter ,12
577C,33,4.7,Drinks ,scooter ,10
83AD,32,4.8,Drinks ,motorcycle ,33
40A7,28,4.9,Buffet ,motorcycle ,27
179B,25,4.2,Buffet ,motorcycle ,29
A229,36,4.7,Drinks ,motorcycle ,25
8229,26,4.9,Drinks ,scooter ,17
1F3C,22,5.0,Snack ,motorcycle ,34
BB48,39,4.9,Buffet ,scooter ,29
DBDD,34,4.7,Snack ,motorcycle ,34
BFC4,33,4.8,Meal ,scooter ,28
154A,31,4.6,Snack ,motorcycle ,26
8273,35,5.0,Drinks ,scooter ,37
69A2,29,4.7,Meal ,scooter ,23
A03A,32,3.8,Drinks ,motorcycle ,31
8FB2,29,4.0,Meal ,motorcycle ,33
42EC,23,4.9,Buffet ,motorcycle ,13
A8FB,24,5.0,Buffet ,motorcycle ,11
8105,39,4.7,Snack ,electric_scooter ,16
238B,20,4.9,Snack ,motorcycle ,16
9E+79,31,4.6,Drinks ,motorcycle ,17
1F79,22,4.9,Buffet ,motorcycle ,22
E199,34,4.7,Drinks ,motorcycle ,40
C386,29,4.6,Snack ,motorcycle ,13
5E+76,29,4.9,Buffet ,scooter ,17
6C6,34,4.8,Meal ,motorcycle ,28
E08F,25,4.8,Buffet ,motorcycle ,15
B81A,25,4.9,Meal ,scooter ,29
95B6,35,4.8,Drinks ,motorcycle ,30
6742,24,4.5,Meal ,motorcycle ,24
7DA4,28,4.6,Meal ,motorcycle ,11
3493,20,4.9,Meal ,motorcycle ,24
BA88,37,5.0,Meal ,scooter ,29
CF61,38,3.8,Drinks ,motorcycle ,33
BD23,34,4.8,Snack ,scooter ,17
D3E,29,4.7,Snack ,motorcycle ,17
1A29,27,4.4,Buffet ,motorcycle ,33
9D8,27,4.1,Snack ,motorcycle ,44
3A89,38,4.8,Buffet ,electric_scooter ,27
78A9,37,4.1,Buffet ,motorcycle ,38
5634,37,5.0,Drinks ,scooter ,18
29FB,35,4.6,Drinks ,motorcycle ,37
4641,25,4.9,Snack ,scooter ,20
4DC2,28,4.8,Snack ,electric_scooter ,37
41A1,33,4.6,Buffet ,motorcycle ,19
6DF6,29,4.9,Snack ,motorcycle ,24
2D53,21,4.7,Snack ,scooter ,15
535E,27,4.6,Drinks ,scooter ,12
D247,32,4.9,Meal ,scooter ,16
AAD,29,4.6,Drinks ,motorcycle ,26
B8C2,35,4.5,Buffet ,motorcycle ,20
CCB2,37,3.6,Snack ,scooter ,38
9566,28,5.0,Buffet ,motorcycle ,15
7DCF,32,4.7,Buffet ,motorcycle ,25
CC88,29,4.8,Drinks ,scooter ,10
74D8,38,4.8,Snack ,scooter ,17
DD97,28,4.8,Drinks ,scooter ,16
AB97,20,4.9,Buffet ,motorcycle ,27
C3ED,23,4.7,Buffet ,motorcycle ,33
B1A5,23,5.0,Buffet ,scooter ,30
690E,25,4.7,Meal ,motorcycle ,28
1EFE,39,4.9,Buffet ,motorcycle ,39
D1B8,25,4.7,Snack ,scooter ,19
C379,29,4.6,Snack ,scooter ,34
B37,28,4.5,Buffet ,scooter ,23
DD9F,25,4.6,Drinks ,motorcycle ,17
8A34,38,4.8,Snack ,motorcycle ,28
C230,29,4.6,Snack ,motorcycle ,19
39F7,38,4.7,Meal ,scooter ,16
8E+20,23,4.6,Meal ,scooter ,19
4.6E+08,28,4.1,Buffet ,scooter ,44
9ACC,20,4.7,Meal ,scooter ,20
A0E6,27,4.2,Snack ,scooter ,39
2656,33,4.9,Meal ,motorcycle ,14
50DB,39,4.3,Buffet ,motorcycle ,40
917F,38,4.1,Buffet ,motorcycle ,36
728A,34,4.1,Buffet ,scooter ,35
D306,26,4.8,Snack ,motorcycle ,14
5064,21,4.2,Buffet ,motorcycle ,23
D8AF,22,4.7,Drinks ,electric_scooter ,26
1C54,26,4.6,Snack ,motorcycle ,21
30DF,25,4.9,Snack ,scooter ,28
726E,32,5.0,Buffet ,motorcycle ,33
7170,23,4.6,Drinks ,motorcycle ,21
675A,26,4.4,Buffet ,motorcycle ,22
310E,37,5.0,Snack ,motorcycle ,36
5BCA,38,4.2,Meal ,motorcycle ,33
1275,20,4.4,Snack ,scooter ,34
3442,20,4.9,Buffet ,scooter ,24
A816,29,5.0,Drinks ,motorcycle ,48
9DCA,27,4.8,Meal ,scooter ,16
2AA7,21,4.6,Drinks ,scooter ,24
A189,37,4.8,Meal ,motorcycle ,37
4700,35,4.9,Snack ,motorcycle ,48
7823,26,4.7,Meal ,motorcycle ,11
D7AA,37,4.9,Snack ,motorcycle ,14
3E+82,23,5.0,Drinks ,motorcycle ,24
323A,34,4.5,Drinks ,motorcycle ,18
4E+87,31,4.3,Meal ,motorcycle ,37
C452,36,4.4,Drinks ,scooter ,39
B619,35,4.8,Snack ,scooter ,20
C714,29,2.5,Drinks ,scooter ,41
BE82,34,5.0,Buffet ,scooter ,19
1420,20,4.9,Meal ,motorcycle ,16
8CB2,23,4.6,Snack ,scooter ,21
BEC 1.00,24,4.7,Drinks ,electric_scooter ,13
33FD,24,4.8,Meal ,motorcycle ,29
791A,37,4.6,Drinks ,motorcycle ,36
2E4E,31,4.8,Drinks ,motorcycle ,30
4585,28,4.7,Drinks ,motorcycle ,24
A80B,34,4.6,Meal ,motorcycle ,19
DF6C,36,5.0,Meal ,motorcycle ,27
C297,30,3.7,Snack ,motorcycle ,34
E48,24,4.6,Buffet ,motorcycle ,21
5D92,24,4.7,Buffet ,motorcycle ,38
708B,24,4.9,Buffet ,motorcycle ,18
1CF1,31,4.7,Drinks ,motorcycle ,41
1F29,32,4.9,Meal ,motorcycle ,42
C56D,21,4.6,Snack ,electric_scooter ,29
B5DB,33,4.1,Snack ,motorcycle ,35
7023,37,4.7,Meal ,motorcycle ,20
DC21,22,4.4,Meal ,motorcycle ,43
4B4E,31,4.9,Buffet ,electric_scooter ,30
907,23,4.8,Meal ,motorcycle ,15
5E+14,38,4.3,Buffet ,electric_scooter ,48
D8DC,28,4.5,Snack ,motorcycle ,28
A98F,27,4.8,Drinks ,motorcycle ,24
8C7B,20,4.6,Meal ,motorcycle ,14
4142,37,4.9,Meal ,electric_scooter ,19
A989,21,4.3,Buffet ,motorcycle ,34
2213,23,4.6,Drinks ,scooter ,13
9EA4,27,4.9,Buffet ,motorcycle ,19
D1DE,38,4.2,Buffet ,motorcycle ,31
AE16,35,5.0,Meal ,scooter ,47
2533,36,4.3,Meal ,motorcycle ,31
CF52,26,4.1,Drinks ,motorcycle ,21
8.1E+10,33,4.5,Buffet ,motorcycle ,24
233B,29,4.6,Buffet ,motorcycle ,31
C51,21,4.7,Buffet ,scooter ,35
603B,25,4.6,Snack ,motorcycle ,15
401,29,4.6,Snack ,scooter ,14
228A,39,4.9,Buffet ,motorcycle ,19
6811,32,4.8,Meal ,scooter ,20
1740,31,4.8,Buffet ,motorcycle ,19
6E+40,28,4.7,Snack ,scooter ,17
C980,24,4.7,Drinks ,scooter ,18
9999,27,4.4,Meal ,motorcycle ,15
91CF,37,4.7,Drinks ,motorcycle ,39
50CB,39,4.3,Snack ,motorcycle ,35
A805,34,4.8,Meal ,motorcycle ,25
CDF 6.00,34,3.5,Snack ,motorcycle ,33
469E,38,5.0,Buffet ,scooter ,27
109A,29,4.7,Meal ,motorcycle ,12
9048,31,4.8,Meal ,motorcycle ,23
D674,33,4.9,Snack ,motorcycle ,36
865,29,4.6,Snack ,electric_scooter ,24
B7ED,25,5.0,Meal ,motorcycle ,42
5EFA,39,3.8,Drinks ,scooter ,37
B352,21,4.6,Snack ,motorcycle ,11
CC1B,26,4.6,Snack ,motorcycle ,30
B99B,30,4.8,Snack ,scooter ,26
A644,20,4.7,Snack ,motorcycle ,25
8DC0,23,4.6,Snack ,motorcycle ,39
8753,24,4.9,Buffet ,scooter ,10
D71B,34,4.4,Buffet ,motorcycle ,40
9247,23,4.9,Buffet ,motorcycle ,41
6CBA,21,4.9,Meal ,motorcycle ,10
D883,36,4.8,Snack ,motorcycle ,39
A12A,22,4.6,Meal ,scooter ,27
88C1,28,4.8,Buffet ,scooter ,19
7C7,25,4.6,Snack ,motorcycle ,21
93EF,21,4.9,Drinks ,motorcycle ,17
34A6,35,4.8,Meal ,motorcycle ,44
901,29,4.6,Meal ,scooter ,20
5176,21,4.6,Drinks ,motorcycle ,11
292B,22,4.9,Meal ,motorcycle ,26
BA5,30,4.7,Meal ,scooter ,26
A62A,24,4.7,Meal ,motorcycle ,15
B6D1,29,4.9,Drinks ,scooter ,37
7ED,28,4.8,Snack ,scooter ,17
1EDB,28,4.8,Buffet ,motorcycle ,24
E13,28,5.0,Buffet ,electric_scooter ,11
B429,24,4.8,Meal ,motorcycle ,30
D00F,35,4.1,Meal ,scooter ,31
5E+92,29,4.9,Snack ,motorcycle ,25
3AE5,39,4.7,Drinks ,scooter ,25
AAA,29,4.6,Snack ,scooter ,24
B96A,36,4.6,Snack ,motorcycle ,22
9B1B,23,4.8,Meal ,scooter ,19
A6F9,30,3.8,Snack ,scooter ,32
4D6C,38,4.5,Meal ,scooter ,29
6E+83,29,4.6,Snack ,scooter ,21
1A6C,27,4.5,Buffet ,scooter ,26
3EBD,35,4.6,Meal ,motorcycle ,51
3419,21,4.6,Buffet ,motorcycle ,27
7C8C,25,4.6,Meal ,scooter ,17
3311,39,5.0,Buffet ,electric_scooter ,18
7769,27,4.7,Buffet ,scooter ,15
C06,35,4.8,Drinks ,motorcycle ,27
C7E2,29,4.6,Snack ,scooter ,30
6371,32,4.5,Meal ,motorcycle ,25
2E+57,28,5.0,Buffet ,scooter ,21
969C,37,4.8,Snack ,motorcycle ,12
3F7D,36,4.8,Snack ,motorcycle ,22
BDA4,29,4.9,Drinks ,motorcycle ,40
C459,27,4.8,Meal ,scooter ,18
9EEC,32,5.0,Drinks ,motorcycle ,16
9782,22,4.8,Drinks ,motorcycle ,20
7732,29,4.3,Drinks ,motorcycle ,44
B35B,24,4.6,Snack ,motorcycle ,38
1C33,30,5.0,Drinks ,motorcycle ,37
1677,25,4.5,Drinks ,scooter ,16
4351,38,4.9,Buffet ,motorcycle ,26
3AD2,26,4.9,Buffet ,electric_scooter ,14
20A1,35,4.2,Drinks ,motorcycle ,24
5BA0,38,4.2,Meal ,scooter ,33
D8A7,30,5.0,Meal ,motorcycle ,29
1557,25,4.6,Drinks ,motorcycle ,45
1043,36,4.9,Meal ,motorcycle ,25
5B19,24,4.5,Snack ,motorcycle ,18
2A32,20,4.6,Buffet ,motorcycle ,30
9E3B,26,4.8,Snack ,motorcycle ,38
95CD,36,4.6,Buffet ,scooter ,18
5BAC,26,4.9,Buffet ,motorcycle ,28
84C2,36,4.7,Drinks ,scooter ,28
A027,20,4.6,Meal ,motorcycle ,30
C013,29,4.6,Buffet ,motorcycle ,15
3AD1,34,4.9,Buffet ,motorcycle ,29
AB3B,28,4.7,Meal ,motorcycle ,22
68AC,22,5.0,Drinks ,electric_scooter ,15
9DFA,22,4.8,Snack ,scooter ,13
3307,31,4.9,Drinks ,scooter ,29
5091,32,4.6,Meal ,scooter ,25
C48F,29,4.6,Meal ,scooter ,16
A420,30,4.8,Snack ,scooter ,29
6B2E,22,5.0,Buffet ,scooter ,16
317C,25,4.9,Drinks ,scooter ,17
68BA,39,4.8,Buffet ,scooter ,30
7F88,30,4.1,Buffet ,motorcycle ,39
49F8,30,4.9,Meal ,motorcycle ,25
72F9,22,5.0,Drinks ,scooter ,10
99BB,39,4.7,Meal ,scooter ,29
E1D8,20,5.0,Buffet ,scooter ,38
699A,29,4.7,Meal ,scooter ,21
78A7,24,4.6,Meal ,scooter ,11
507F,33,4.9,Buffet ,scooter ,15
85E,29,4.6,Buffet ,scooter ,29
7597,35,4.0,Buffet ,scooter ,37
2100,26,4.7,Meal ,scooter ,19
9CC7,25,4.9,Snack ,scooter ,16
CC78,37,5.0,Drinks ,scooter ,27
72B1,38,4.9,Snack ,motorcycle ,26
9B9E,38,4.5,Snack ,scooter ,36
B66,32,4.3,Buffet ,motorcycle ,33
2B82,25,4.7,Snack ,motorcycle ,29
5D32,38,4.6,Meal ,motorcycle ,46
9DA6,33,4.2,Meal ,motorcycle ,46
4BC0,38,4.7,Drinks ,scooter ,10
C086,20,4.7,Drinks ,motorcycle ,29
5.2E+01,35,4.6,Drinks ,scooter ,21
CE72,23,4.8,Snack ,scooter ,18
8153,37,4.0,Snack ,motorcycle ,47
506F,29,4.4,Meal ,motorcycle ,18
9DC9,30,4.8,Meal ,scooter ,22
861B,24,4.8,Meal ,scooter ,27
8E5C,31,4.6,Meal ,scooter ,24
B0B2,24,4.5,Buffet ,scooter ,23
8553,21,4.6,Meal ,motorcycle ,24
37B4,35,5.0,Snack ,scooter ,16
2363,33,4.1,Drinks ,motorcycle ,41
7C78,27,4.6,Buffet ,motorcycle ,41
3695,39,4.0,Snack ,motorcycle ,38
7C01,25,4.9,Buffet ,scooter ,13
7450,24,4.6,Snack ,motorcycle ,20
C60,31,4.0,Meal ,motorcycle ,34
B112,29,4.6,Drinks ,motorcycle ,37
9331,25,4.6,Snack ,scooter ,16
5B28,21,4.6,Buffet ,motorcycle ,34
7C4E,38,4.9,Buffet ,scooter ,23
BB36,31,4.9,Meal ,scooter ,29
FB5,23,4.2,Buffet ,motorcycle ,35
6D6C,35,4.8,Buffet ,motorcycle ,18
8720,39,4.4,Snack ,motorcycle ,31
CF05,24,5.0,Snack ,motorcycle ,19
9A4C,28,4.7,Snack ,motorcycle ,11
1EB8,29,4.6,Drinks ,motorcycle ,26
38DF,27,4.6,Meal ,electric_scooter ,29
D9F3,37,4.8,Snack ,scooter ,27
DB47,27,4.6,Meal ,scooter ,15
A743,24,4.7,Snack ,scooter ,17
124A,32,4.7,Drinks ,scooter ,30
1DB3,33,4.1,Snack ,motorcycle ,32
6C6E,36,4.7,Snack ,electric_scooter ,29
71B6,36,4.3,Drinks ,electric_scooter ,32
AADB,22,4.7,Meal ,motorcycle ,23
2887,21,4.6,Buffet ,motorcycle ,26
BE42,35,4.5,Drinks ,motorcycle ,27
63B5,34,4.8,Drinks ,motorcycle ,43
CC32,20,4.7,Buffet ,motorcycle ,17
A8D7,22,4.7,Snack ,scooter ,16
AD18,23,4.7,Drinks ,motorcycle ,16
E192,22,4.5,Buffet ,scooter ,25
89A,29,4.6,Snack ,electric_scooter ,36
8FC3,23,4.7,Drinks ,motorcycle ,48
C5DD,22,4.4,Snack ,motorcycle ,39
AADD,33,4.5,Drinks ,scooter ,35
A0B9,29,4.6,Meal ,motorcycle ,24
2604,20,4.6,Snack ,motorcycle ,26
B76C,37,4.0,Meal ,motorcycle ,39
1066,29,4.6,Meal ,bicycle ,28
7C23,20,4.7,Buffet ,motorcycle ,19
7F3D,24,4.4,Buffet ,motorcycle ,34
571B,20,4.9,Drinks ,motorcycle ,17
BCDF,28,4.7,Drinks ,scooter ,29
CF16,32,4.8,Meal ,motorcycle ,44
BD64,36,4.8,Snack ,motorcycle ,27
4D56,35,4.7,Buffet ,electric_scooter ,19
66BF,23,4.7,Meal ,motorcycle ,19
6C44,22,4.8,Meal ,electric_scooter ,25
75BA,29,4.8,Drinks ,motorcycle ,30
B0D1,23,4.5,Buffet ,motorcycle ,23
9DBB,27,4.4,Buffet ,electric_scooter ,35
A5A3,28,4.8,Meal ,motorcycle ,19
470C,22,4.7,Drinks ,motorcycle ,33
566,29,4.6,Snack ,electric_scooter ,33
74D3,37,4.9,Snack ,motorcycle ,22
AB82,28,4.3,Meal ,motorcycle ,31
3B21,32,4.8,Meal ,motorcycle ,37
D6D5,30,4.6,Buffet ,scooter ,19
4C2F,20,4.6,Snack ,scooter ,10
5EC6,30,4.1,Meal ,motorcycle ,37
6A10,21,4.5,Meal ,motorcycle ,29
19DF,20,4.5,Drinks ,motorcycle ,19
D644,34,4.8,Drinks ,scooter ,28
7298,21,4.9,Drinks ,motorcycle ,25
